"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Uttar Pradesh","Hardoi","2011-04-01",2011,4,0.0062162097,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-02",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-03",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-04",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-05",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-06",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-07",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-08",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-09",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-10",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-11",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-12",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-13",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-14",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-15",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-16",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-17",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-18",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-19",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-20",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-21",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-22",2011,4,6.3573251577,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-23",2011,4,7.4116672244,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-24",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-25",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-26",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-27",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-28",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-29",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-04-30",2011,4,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-01",2011,8,0.5512387533,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-02",2011,8,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-03",2011,8,0.9285155099,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-04",2011,8,7.6019121198,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-05",2011,8,4.525409672,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-06",2011,8,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-07",2011,8,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-08",2011,8,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-09",2011,8,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-10",2011,8,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-11",2011,8,0.0058260548,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-12",2011,8,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-13",2011,8,0.0040054125,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-14",2011,8,0.4348224063,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-15",2011,8,0.3904297851,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-17",2011,8,0.0130766167,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-18",2011,8,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-19",2011,8,7.3592058064,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-20",2011,8,0.7701300728,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-16",2011,8,2.5523345478,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-21",2011,8,0.4087774033,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-22",2011,8,11.1532097793,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-23",2011,8,0.8359152879,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-24",2011,8,0.7234550857,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-25",2011,8,4.7762534907,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-26",2011,8,1.012629846,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-27",2011,8,0.3997791653,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-28",2011,8,0.0070004061,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-29",2011,8,1.2044477796,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-30",2011,8,0.0821577181,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-08-31",2011,8,16.7778794854,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-01",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-02",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-03",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-04",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-05",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-06",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-07",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-08",2011,12,0.8911194529,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-09",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-10",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-11",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-12",2011,12,0.161448245,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-13",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-14",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-15",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-16",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-17",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-18",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-19",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-20",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-21",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-22",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-23",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-24",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-25",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-26",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-27",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-28",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-29",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-30",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-12-31",2011,12,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-01",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-02",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-03",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-04",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-05",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-06",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-07",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-08",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-09",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-10",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-11",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-12",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-13",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-14",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-15",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-16",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-17",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-18",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-19",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-20",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-21",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-22",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-23",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-24",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-25",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-26",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-27",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-02-28",2011,2,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-01",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-02",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-03",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-04",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-05",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-06",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-07",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-08",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-09",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-10",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-11",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-12",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-13",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-14",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-15",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-16",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-17",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-18",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-19",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-20",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-21",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-22",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-23",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-24",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-25",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-26",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-27",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-28",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-29",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-30",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-01-31",2011,1,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-02",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-03",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-04",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-05",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-06",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-01",2011,7,0.0834293022,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-07",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-08",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-09",2011,7,0.1517582524,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-10",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-11",2011,7,5.3342394127,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-12",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-13",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-14",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-15",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-16",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-17",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-18",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-19",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-20",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-21",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-22",2011,7,0.5369955596,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-23",2011,7,0.0287045399,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-24",2011,7,0.0323041994,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-25",2011,7,3.0642935315,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-26",2011,7,4.1690064692,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-27",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-28",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-29",2011,7,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-30",2011,7,3.3612573796,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-07-31",2011,7,0.002945682,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-01",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-02",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-03",2011,6,5.6271643666,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-04",2011,6,0.2235092535,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-05",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-06",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-07",2011,6,0.5545629951,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-08",2011,6,0.6729242024,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-09",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-10",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-11",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-12",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-13",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-14",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-15",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-16",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-17",2011,6,4.2141913013,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-18",2011,6,0.1274693441,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-19",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-20",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-21",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-22",2011,6,0.0165046684,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-23",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-24",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-25",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-26",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-27",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-28",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-29",2011,6,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-06-30",2011,6,0.0743750902,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-01",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-02",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-03",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-04",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-05",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-06",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-07",2011,3,1.3663291722,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-08",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-09",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-10",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-11",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-12",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-13",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-14",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-15",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-16",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-17",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-18",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-19",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-20",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-21",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-22",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-23",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-24",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-25",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-26",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-27",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-28",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-29",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-30",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-03-31",2011,3,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-01",2011,5,0.9393201538,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-02",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-03",2011,5,0.0651424404,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-04",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-05",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-06",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-07",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-08",2011,5,2.5864538678,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-09",2011,5,0.0079301353,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-10",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-11",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-12",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-13",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-14",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-15",2011,5,0.543142626,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-16",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-17",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-18",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-19",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-20",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-21",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-22",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-23",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-24",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-25",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-26",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-27",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-28",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-29",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-30",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-05-31",2011,5,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-02",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-03",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-04",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-05",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-06",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-07",2011,11,0.2702500879,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-08",2011,11,4.05559243,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-09",2011,11,0.3496900752,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-10",2011,11,0.0174462987,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-11",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-12",2011,11,45.2735012965,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-13",2011,11,42.8300305621,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-14",2011,11,8.8179956903,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-01",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-15",2011,11,3.2798303998,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-16",2011,11,1.0116498989,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-17",2011,11,0.0725494124,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-18",2011,11,0.8330647612,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-20",2011,11,22.1982188718,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-21",2011,11,7.6122986879,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-22",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-23",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-24",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-25",2011,11,0.0,"IMD GRID MODEL"
"Uttar Pradesh","Hardoi","2011-11-19",2011,11,15.7700787288,"IMD GRID MODEL"
